0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.101596	0.000000
0.101596	0.000000
0.101596	0.000000
0.101596	0.000000
0.101596	0.000000
0.101596	0.005986
0.101596	0.017345
0.101596	0.029268
0.101596	0.040261
0.101596	0.049992
0.101596	0.058497
0.101596	0.065913
0.101596	0.072387
0.101596	0.078052
0.101596	0.083023
0.101596	0.087399
0.101596	0.091259
0.101596	0.094672
0.101596	0.097698
0.101596	0.100385
0.101596	0.102775
0.101596	0.104905
0.101596	0.106806
0.101596	0.108504
0.101596	0.110023
0.101596	0.111384
0.416296	0.112604
0.416296	0.113698
0.416296	0.114681
0.416296	0.115564
0.416296	0.116359
0.416296	0.122216
0.416296	0.132332
0.416296	0.142464
0.416296	0.151439
0.416296	0.159103
0.416296	0.165587
0.416296	0.171077
0.416296	0.175744
0.416296	0.179731
0.416296	0.183155
0.416296	0.186110
0.416296	0.188670
0.416296	0.190899
0.416296	0.192845
0.416296	0.194551
0.416296	0.196051
0.416296	0.197373
0.416296	0.198541
0.416296	0.199576
0.416296	0.200494
0.416296	0.201311
-0.418191	0.202038
-0.418191	0.202687
-0.418191	0.203266
-0.418191	0.203784
-0.418191	0.204248
-0.418191	0.198500
-0.418191	0.184366
-0.418191	0.164086
-0.418191	0.138358
-0.418191	0.107538
-0.418191	0.071939
-0.418191	0.031919
-0.418191	-0.012080
-0.418191	-0.059534
-0.418191	-0.109852
-0.418191	-0.162403
-0.418191	-0.216541
-0.418191	-0.271627
-0.418191	-0.327057
-0.418191	-0.382272
-0.418191	-0.436772
-0.418191	-0.490123
-0.418191	-0.541960
-0.418191	-0.591986
-0.418191	-0.639970
-0.418191	-0.685739
0.021655	-0.729179
0.021655	-0.770220
0.021655	-0.808836
0.021655	-0.845035
0.021655	-0.878855
0.021655	-0.832823
0.021655	-0.718928
0.021655	-0.602866
0.021655	-0.502359
0.021655	-0.419211
0.021655	-0.351114
0.021655	-0.295219
0.021655	-0.249044
0.021655	-0.210612
0.021655	-0.178384
0.021655	-0.151167
0.021655	-0.128032
0.021655	-0.108249
0.021655	-0.091243
0.021655	-0.076552
0.021655	-0.063805
0.021655	-0.052700
0.021655	-0.042991
0.021655	-0.034475
0.021655	-0.026982
0.021655	-0.020373
0.785894	-0.014529
0.785894	-0.009349
0.785894	-0.004750
0.785894	-0.000659
0.785894	0.002986
0.785894	0.021590
0.785894	0.051423
0.785894	0.079436
0.785894	0.102745
0.785894	0.121522
0.785894	0.136583
0.785894	0.148731
0.785894	0.158613
0.785894	0.166727
0.785894	0.173447
0.785894	0.179060
0.785894	0.183784
0.785894	0.187786
0.785894	0.191199
0.785894	0.194125
0.785894	0.196647
0.785894	0.198831
0.785894	0.200730
0.785894	0.202388
0.785894	0.203839
0.785894	0.205115
0.792586	0.206238
0.792586	0.207230
0.792586	0.208109
0.792586	0.208888
0.792586	0.209581
0.792586	0.210199
0.792586	0.210751
0.792586	0.211244
0.792586	0.211685
0.792586	0.212080
0.792586	0.212434
0.792586	0.212751
0.792586	0.213036
0.792586	0.213291
0.792586	0.213521
0.792586	0.213728
0.792586	0.213914
0.792586	0.214082
0.792586	0.214233
0.792586	0.214369
0.792586	0.214491
0.792586	0.214602
0.792586	0.214702
0.792586	0.214792
0.792586	0.214873
0.792586	0.214947
-0.748829	0.215013
-0.748829	0.215073
-0.748829	0.215127
-0.748829	0.215176
-0.748829	0.215220
-0.748829	0.210011
-0.748829	0.197314
-0.748829	0.178561
-0.748829	0.153976
-0.748829	0.123576
-0.748829	0.087406
-0.748829	0.045631
-0.748829	-0.001442
-0.748829	-0.053355
-0.748829	-0.109526
-0.748829	-0.169273
-0.748829	-0.231850
-0.748829	-0.296486
-0.748829	-0.362413
-0.748829	-0.428896
-0.748829	-0.495250
-0.748829	-0.560863
-0.748829	-0.625196
-0.748829	-0.687794
-0.748829	-0.748286
-0.748829	-0.806377
-0.585514	-0.861848
-0.585514	-0.914547
-0.585514	-0.964379
-0.585514	-1.011305
-0.585514	-1.055326
-0.585514	-1.094367
-0.585514	-1.128396
-0.585514	-1.159063
-0.585514	-1.187075
-0.585514	-1.212779
-0.585514	-1.236388
-0.585514	-1.258061
-0.585514	-1.277937
-0.585514	-1.296146
-0.585514	-1.312808
-0.585514	-1.328038
-0.585514	-1.341947
-0.585514	-1.354638
-0.585514	-1.366208
-0.585514	-1.376750
-0.585514	-1.386347
-0.585514	-1.395080
-0.585514	-1.403022
-0.585514	-1.410241
-0.585514	-1.416800
-0.585514	-1.422758
-0.897066	-1.428166
-0.897066	-1.433076
-0.897066	-1.437530
-0.897066	-1.441571
-0.897066	-1.445235
-0.897066	-1.452048
-0.897066	-1.461964
-0.897066	-1.472368
-0.897066	-1.482347
-0.897066	-1.491616
-0.897066	-1.500115
-0.897066	-1.507867
-0.897066	-1.514920
-0.897066	-1.521330
-0.897066	-1.527151
-0.897066	-1.532436
-0.897066	-1.537231
-0.897066	-1.541581
-0.897066	-1.545526
-0.897066	-1.549104
-0.897066	-1.552347
-0.897066	-1.555286
-0.897066	-1.557950
-0.897066	-1.560364
-0.897066	-1.562551
-0.897066	-1.564532
-0.118380	-1.566326
-0.118380	-1.567951
-0.118380	-1.569423
-0.118380	-1.570755
-0.118380	-1.571962
-0.118380	-1.496513
-0.118380	-1.356065
-0.118380	-1.213993
-0.118380	-1.088026
-0.118380	-0.980617
-0.118380	-0.889928
-0.118380	-0.813316
-0.118380	-0.748329
-0.118380	-0.692916
-0.118380	-0.645419
-0.118380	-0.604501
-0.118380	-0.569090
-0.118380	-0.538314
-0.118380	-0.511464
-0.118380	-0.487958
-0.118380	-0.467315
-0.118380	-0.449135
-0.118380	-0.433082
-0.118380	-0.418874
-0.118380	-0.406274
-0.118380	-0.395077
-0.940248	-0.385110
-0.940248	-0.376225
-0.940248	-0.368292
-0.940248	-0.361201
-0.940248	-0.354855
-0.940248	-0.375472
-0.940248	-0.424839
-0.940248	-0.485097
-0.940248	-0.549165
-0.940248	-0.613897
-0.940248	-0.677751
-0.940248	-0.739891
-0.940248	-0.799816
-0.940248	-0.857205
-0.940248	-0.911849
-0.940248	-0.963621
-0.940248	-1.012453
-0.940248	-1.058331
-0.940248	-1.101279
-0.940248	-1.141353
-0.940248	-1.178637
-0.940248	-1.213234
-0.940248	-1.245259
-0.940248	-1.274841
-0.940248	-1.302111
-0.940248	-1.327207
-0.086334	-1.350264
-0.086334	-1.371417
